UID	ACCESSION	VERSION	ORGANISM	SEQ_LEN	TAXONOMY	ORGANISM_GENUS_SPECIES
NC_058839.1	NC_058839	1	Taxillus theifer	122127	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Santalales; Loranthaceae; Lorantheae; Scurrulinae; Taxillus	Taxillus theifer
NC_058838.1	NC_058838	1	Taxillus liquidambaricola	123074	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Santalales; Loranthaceae; Lorantheae; Scurrulinae; Taxillus	Taxillus liquidambaricola
NC_058837.1	NC_058837	1	Taxillus pseudochinensis	122812	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Santalales; Loranthaceae; Lorantheae; Scurrulinae; Taxillus	Taxillus pseudochinensis
NC_058836.1	NC_058836	1	Taxillus levinei	122231	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Santalales; Loranthaceae; Lorantheae; Scurrulinae; Taxillus	Taxillus levinei
NC_058835.1	NC_058835	1	Betula hainanensis	161189	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fagales; Betulaceae; Betula	Betula hainanensis
NC_058834.1	NC_058834	1	Paphiopedilum henryanum	155886	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Orchidaceae; Cypripedioideae; Paphiopedilum	Paphiopedilum henryanum
NC_058833.1	NC_058833	1	Paphiopedilum bellatulum	156567	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Orchidaceae; Cypripedioideae; Paphiopedilum	Paphiopedilum bellatulum
NC_058831.1	NC_058831	1	Thalictrum viscosum	155984	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Ranunculales; Ranunculaceae; Thalictroideae; Thalictrum	Thalictrum viscosum
NC_058829.1	NC_058829	1	Phoebe tavoyana	152814	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Phoebe	Phoebe tavoyana
NC_058828.1	NC_058828	1	Machilus salicina	153943	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Machilus	Machilus salicina
NC_058827.1	NC_058827	1	Actinodaphne lecomtei	152863	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Actinodaphne	Actinodaphne lecomtei
NC_058826.1	NC_058826	1	Leptochilus decurrens	153753	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Polypodiopsida; Polypodiidae; Polypodiales; Polypodiineae; Polypodiaceae; Microsoroideae; Leptochilus	Leptochilus decurrens
NC_058825.1	NC_058825	1	Astragalus galactites	126117	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; 50 kb inversion clade; NPAAA clade; Hologalegina; IRL clade; Galegeae; Astragalus	Astragalus galactites
NC_058823.1	NC_058823	1	Toxicopueraria peduncularis	151555	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; 50 kb inversion clade; NPAAA clade; indigoferoid/millettioid clade; Phaseoleae; Toxicopueraria	Toxicopueraria peduncularis
NC_058822.1	NC_058822	1	Eria lasiopetala	158740	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Orchidaceae; Epidendroideae; Podochileae; Eria	Eria lasiopetala
NC_058821.1	NC_058821	1	Vitis baihuashanensis	160978	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; Vitales; Vitaceae; Viteae; Vitis	Vitis baihuashanensis
NC_058820.1	NC_058820	1	Paraboea filipes	153487	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Gesneriaceae; Didymocarpoideae; Trichosporeae; Loxocarpinae; Paraboea	Paraboea filipes
NC_058819.1	NC_058819	1	Paraboea peltifolia	153459	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Gesneriaceae; Didymocarpoideae; Trichosporeae; Loxocarpinae; Paraboea	Paraboea peltifolia
NC_058818.1	NC_058818	1	Paraboea martinii	153580	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Gesneriaceae; Didymocarpoideae; Trichosporeae; Loxocarpinae; Paraboea	Paraboea martinii
NC_058817.1	NC_058817	1	Paraboea rufescens	153352	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Gesneriaceae; Didymocarpoideae; Trichosporeae; Loxocarpinae; Paraboea	Paraboea rufescens
NC_058816.1	NC_058816	1	Paraboea dictyoneura	153406	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Gesneriaceae; Didymocarpoideae; Trichosporeae; Loxocarpinae; Paraboea	Paraboea dictyoneura
NC_058815.1	NC_058815	1	Paraboea glutinosa	153505	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Gesneriaceae; Didymocarpoideae; Trichosporeae; Loxocarpinae; Paraboea	Paraboea glutinosa
NC_058814.1	NC_058814	1	Paraboea clavisepala	153398	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Gesneriaceae; Didymocarpoideae; Trichosporeae; Loxocarpinae; Paraboea	Paraboea clavisepala
NC_058813.1	NC_058813	1	Paraboea sinensis	153453	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Gesneriaceae; Didymocarpoideae; Trichosporeae; Loxocarpinae; Paraboea	Paraboea sinensis
NC_058812.1	NC_058812	1	Paraboea swinhoei	153564	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Gesneriaceae; Didymocarpoideae; Trichosporeae; Loxocarpinae; Paraboea	Paraboea swinhoei
NC_058811.1	NC_058811	1	Paraboea guilinensis	153166	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Gesneriaceae; Didymocarpoideae; Trichosporeae; Loxocarpinae; Paraboea	Paraboea guilinensis
NC_058810.1	NC_058810	1	Paraboea dolomitica	153510	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Gesneriaceae; Didymocarpoideae; Trichosporeae; Loxocarpinae; Paraboea	Paraboea dolomitica
NC_058809.1	NC_058809	1	Paraboea wenshanensis	154245	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Gesneriaceae; Didymocarpoideae; Trichosporeae; Loxocarpinae; Paraboea	Paraboea wenshanensis
NC_058808.1	NC_058808	1	Primula waltonii	154124	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; Ericales; Primulaceae; Primula	Primula waltonii
NC_058807.1	NC_058807	1	Fragaria nubicola	155608	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Rosaceae; Rosoideae; Potentilleae; Fragariinae; Fragaria	Fragaria nubicola
NC_058805.1	NC_058805	1	Fragaria moupinensis	155626	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Rosaceae; Rosoideae; Potentilleae; Fragariinae; Fragaria	Fragaria moupinensis
NC_058804.1	NC_058804	1	Fragaria daltoniana	155829	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Rosaceae; Rosoideae; Potentilleae; Fragariinae; Fragaria	Fragaria daltoniana
NC_058803.1	NC_058803	1	Fragaria corymbosa	155696	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Rosaceae; Rosoideae; Potentilleae; Fragariinae; Fragaria	Fragaria corymbosa
NC_058802.1	NC_058802	1	Fragaria chinensis	155806	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Rosaceae; Rosoideae; Potentilleae; Fragariinae; Fragaria	Fragaria chinensis
NC_058801.1	NC_058801	1	Impatiens davidii	152214	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; Ericales; Balsaminaceae; Impatiens; Impatiens subgen. Impatiens; Impatiens sect. Impatiens	Impatiens davidii
NC_058799.1	NC_058799	1	Linum lewisii	159778	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Linaceae; Linum	Linum lewisii
NC_058798.1	NC_058798	1	Helianthus silphioides	151134	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Heliantheae alliance; Heliantheae; Helianthus	Helianthus silphioides
NC_058797.1	NC_058797	1	Helianthus verticillatus	151190	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Heliantheae alliance; Heliantheae; Helianthus	Helianthus verticillatus
NC_058796.1	NC_058796	1	Helianthus atrorubens	151240	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Heliantheae alliance; Heliantheae; Helianthus	Helianthus atrorubens
NC_058795.1	NC_058795	1	Sparganium angustifolium	161720	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Typhaceae; Sparganium	Sparganium angustifolium
NC_058794.1	NC_058794	1	Sparganium glomeratum	160391	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Typhaceae; Sparganium	Sparganium glomeratum
NC_058779.1	NC_058779	1	Corylopsis sinensis	159419	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Saxifragales; Hamamelidaceae; Corylopsis	Corylopsis sinensis
NC_058778.1	NC_058778	1	Quercus fleuryi	160796	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fagales; Fagaceae; Quercus	Quercus fleuryi
NC_058777.1	NC_058777	1	Dipterocarpus alatus	151638	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Malvales; Dipterocarpaceae; Dipterocarpus	Dipterocarpus alatus
NC_058776.1	NC_058776	1	Strobilanthes medahinnensis	144893	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Acanthaceae; Acanthoideae; Ruellieae; Strobilanthinae; Strobilanthes	Strobilanthes medahinnensis
NC_058775.1	NC_058775	1	Ephedra przewalskii	109569	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Gnetopsida; Gnetidae; Ephedrales; Ephedraceae; Ephedra	Ephedra przewalskii
NC_058774.1	NC_058774	1	Vatica rassak	151394	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Malvales; Dipterocarpaceae; Vatica	Vatica rassak
NC_058773.1	NC_058773	1	Vatica xishuangbannaensis	151011	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Malvales; Dipterocarpaceae; Vatica	Vatica xishuangbannaensis
NC_058762.1	NC_058762	1	Pedicularis shansiensis	151902	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Orobanchaceae; Pedicularideae; Pedicularis	Pedicularis shansiensis
NC_058761.1	NC_058761	1	Isoetes japonica	145517	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Lycopodiopsida; Isoetales; Isoetaceae; Isoetes	Isoetes japonica
NC_058760.1	NC_058760	1	Clematis potaninii	159691	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Ranunculales; Ranunculaceae; Ranunculoideae; Anemoneae; Clematis	Clematis potaninii
NC_058759.1	NC_058759	1	Agapetes malipoensis	172729	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; Ericales; Ericaceae; Vaccinioideae; Vaccinieae; Agapetes	Agapetes malipoensis
NC_058758.1	NC_058758	1	Magnolia coriacea	160113	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Magnoliales; Magnoliaceae; Magnolia	Magnolia coriacea
NC_058757.1	NC_058757	1	Gypsophila oldhamiana	152675	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Caryophyllaceae; Caryophylleae; Gypsophila	Gypsophila oldhamiana
NC_058755.1	NC_058755	1	Astronium urundeuva	159883	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Sapindales; Anacardiaceae; Astronium	Astronium urundeuva
NC_058754.1	NC_058754	1	Zanthoxylum stenophyllum	158314	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Sapindales; Rutaceae; Zanthoxyloideae; Zanthoxylum	Zanthoxylum stenophyllum
NC_058753.1	NC_058753	1	Elymus repens	134749	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Pooideae; Triticodae; Triticeae; Hordeinae; Elymus	Elymus repens
NC_058750.1	NC_058750	1	Elymus virginicus	135101	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Pooideae; Triticodae; Triticeae; Hordeinae; Elymus	Elymus virginicus
NC_058749.1	NC_058749	1	Elymus hystrix	135051	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Pooideae; Triticodae; Triticeae; Hordeinae; Elymus	Elymus hystrix
NC_058748.1	NC_058748	1	Leymus duthiei	136869	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Pooideae; Triticodae; Triticeae; Hordeinae; Leymus	Leymus duthiei
NC_058747.1	NC_058747	1	Leymus racemosus	136273	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Pooideae; Triticodae; Triticeae; Hordeinae; Leymus	Leymus racemosus
NC_058746.1	NC_058746	1	Leymus multicaulis	136437	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Pooideae; Triticodae; Triticeae; Hordeinae; Leymus	Leymus multicaulis
NC_058745.1	NC_058745	1	Leymus triticoides	136041	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Pooideae; Triticodae; Triticeae; Hordeinae; Leymus	Leymus triticoides
NC_058744.1	NC_058744	1	Leymus komarovii	136470	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Pooideae; Triticodae; Triticeae; Hordeinae; Leymus	Leymus komarovii
NC_058743.1	NC_058743	1	Callianthe picta	160398	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Malvales; Malvaceae; Malvoideae; Callianthe	Callianthe picta
NC_058742.1	NC_058742	1	Pseudotsuga sinensis	122243	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Pinopsida; Pinidae; Conifers I; Pinales; Pinaceae; Pseudotsuga	Pseudotsuga sinensis
NC_058740.1	NC_058740	1	Asarum maculatum	193105	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Piperales; Asaraceae; Asarum	Asarum maculatum
NC_058739.1	NC_058739	1	Asarum misandrum	193163	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Piperales; Asaraceae; Asarum	Asarum misandrum
NC_058736.1	NC_058736	1	Ardisia japonica	155996	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; Ericales; Primulaceae; Ardisia	Ardisia japonica
NC_058735.1	NC_058735	1	Gynostemma microspermum	158692	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Cucurbitales; Cucurbitaceae; Gomphogyneae; Gynostemma	Gynostemma microspermum
NC_058732.1	NC_058732	1	Lonicera x heckrottii	155437	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Dipsacales; Caprifoliaceae; Lonicera	Lonicera x
NC_058731.1	NC_058731	1	Phoebe neuranthoides	152880	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Phoebe	Phoebe neuranthoides
NC_058730.1	NC_058730	1	Phoebe macrocarpa	152750	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Phoebe	Phoebe macrocarpa
NC_058729.1	NC_058729	1	Phoebe lanceolata	152809	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Phoebe	Phoebe lanceolata
NC_058728.1	NC_058728	1	Phoebe glaucophylla	152859	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Phoebe	Phoebe glaucophylla
NC_058727.1	NC_058727	1	Phoebe formosana	152698	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Phoebe	Phoebe formosana
NC_058726.1	NC_058726	1	Phoebe crassipedicella	152784	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Phoebe	Phoebe crassipedicella
NC_058725.1	NC_058725	1	Phoebe calcarea	152851	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Phoebe	Phoebe calcarea
NC_058724.1	NC_058724	1	Nothaphoebe cavaleriei	152728	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Nothaphoebe	Nothaphoebe cavaleriei
NC_058723.1	NC_058723	1	Machilus versicolora	152609	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Machilus	Machilus versicolora
NC_058722.1	NC_058722	1	Machilus tenuipilis	152660	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Machilus	Machilus tenuipilis
NC_058721.1	NC_058721	1	Machilus oreophila	152684	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Machilus	Machilus oreophila
NC_058719.1	NC_058719	1	Machilus melanophylla	152719	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Machilus	Machilus melanophylla
NC_058718.1	NC_058718	1	Machilus lichuanensis	152618	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Machilus	Machilus lichuanensis
NC_058716.1	NC_058716	1	Machilus gamblei	152589	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Machilus	Machilus gamblei
NC_058714.1	NC_058714	1	Persea chienkweiensis	152648	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Persea	Persea chienkweiensis
NC_058713.1	NC_058713	1	Machilus chekiangensis	152623	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Machilus	Machilus chekiangensis
NC_058712.1	NC_058712	1	Machilus chayuensis	152600	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Machilus	Machilus chayuensis
NC_058711.1	NC_058711	1	Machilus calcicola	152628	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Machilus	Machilus calcicola
NC_058710.1	NC_058710	1	Machilus bonii	152641	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Machilus	Machilus bonii
NC_058709.1	NC_058709	1	Cinnamomum migao	152711	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Cinnamomum	Cinnamomum migao
NC_058708.1	NC_058708	1	Alseodaphnopsis sichourensis	152920	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Alseodaphnopsis	Alseodaphnopsis sichourensis
NC_058700.1	NC_058700	1	Meliosma oldhamii	159950	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Proteales; Sabiaceae; Meliosma	Meliosma oldhamii
NC_058699.1	NC_058699	1	Phyllagathis hainanensis	156123	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Myrtales; Melastomataceae; Melastomatoideae; Sonerileae; Phyllagathis	Phyllagathis hainanensis
NC_058698.1	NC_058698	1	Cyperus esculentus	186255	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Cyperaceae; Cyperoideae; Cypereae; Cyperus; C4 Cyperus; Cyperus subgen. Cyperus; C4 Cyperus incertae sedis	Cyperus esculentus
NC_058693.1	NC_058693	1	Ormosia purpureiflora	173364	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; 50 kb inversion clade; genistoids sensu lato; Ormosieae; Ormosia	Ormosia purpureiflora
